question,ground_truth,prediction,reasoning
Salah satu perbedaan biaya peluang dengan biaya sehari-hari adalah......,D,A,"Mari kita analisis setiap pilihan:

*   **A. Biaya peluang dihitung dengan rasional, biaya sehari-hari sesuai dengan urutan kejadian:** Ini tidak tepat. Keduanya melibatkan pertimbangan rasional, dan urutan kejadian tidak mendefinisikan biaya sehari-hari.
*   **B. Biaya peluang dapat diukur secara kuantitatif, biaya sehari-hari tidak diukur:** Biaya sehari-hari (seperti biaya tenaga kerja, bahan baku) *dapat* diukur secara kuantitatif. Jadi, ini salah.
*   **C. Biaya peluang dihitung setelah digunakan, biaya sehari-hari dihitung sebelum digunakan:** Biaya peluang seringkali dipertimbangkan *sebelum* keputusan dibuat, bukan setelahnya. Biaya sehari-hari juga dihitung sebelum produksi.
*   **D. Biaya peluang adalah pengorbanan karena memilih suatu keputusan, biaya sehari-hari adalah pengorbanan untuk memproduksi barang:** Ini adalah perbedaan kunci. Biaya peluang adalah nilai dari alternatif terbaik yang *tidak* dipilih. Biaya sehari-hari (atau biaya eksplisit) adalah biaya langsung yang dikeluarkan untuk memproduksi barang atau jasa (misalnya, biaya bahan baku, upah pekerja).
    *   **Contoh:** Anda memilih kuliah daripada bekerja. Biaya peluangnya adalah upah yang seharusnya Anda dapatkan jika bekerja. Biaya sehari-hari kuliah adalah biaya uang kuliah, buku, dan biaya lainnya.
*   **E. Biaya peluang diperhitungkan untuk produsen, biaya sehari-hari tidak terukur:** Biaya peluang relevan untuk semua pembuat keputusan, tidak hanya produsen. Dan seperti yang disebutkan sebelumnya, biaya sehari-hari terukur.

**Jawaban Akhir: D**"
Benda komplementer adalah benda yang...,C,A,"Benda komplementer adalah benda yang penggunaannya *harus* dengan benda lain. Contohnya, tinta harus digunakan dengan pena, atau baterai harus digunakan dengan senter. Jika tidak ada salah satunya, benda tersebut tidak bisa berfungsi.

Pilihan lain tidak tepat:

*   A: Benda komplementer bisa dibuat manusia, bukan hanya disediakan alam.
*   B: Benda substitusi adalah yang bisa menggantikan, bukan komplementer.
*   D: Benda komplementer membutuhkan benda lain untuk bisa digunakan.
*   E: Pengorbanan bisa saja diperlukan untuk memperoleh benda apapun, tidak spesifik untuk komplementer.

Jawaban Akhir: C"
Tugas pokok sektor perusahaan sebagai pelaku kegiatan ekonomi adalah….,C,A,"Alasan:

Tugas pokok perusahaan sebagai pelaku kegiatan ekonomi adalah menghasilkan barang dan jasa untuk dijual. Ini adalah inti dari kegiatan bisnis. Perusahaan ada untuk memenuhi kebutuhan dan keinginan konsumen dengan menyediakan produk atau layanan yang dapat dibeli.

*   **A (Menguasai jalur pemasaran):** Pemasaran penting, tetapi bukan tugas *pokok*. Ini adalah cara untuk menjual barang/jasa yang sudah dihasilkan.
*   **B (Mengelola perusahaan secara efisien):** Efisiensi penting untuk keberhasilan, tetapi bukan tujuan utama.
*   **C (Menghasilkan barang dan jasa untuk dijual):** Ini adalah tujuan utama perusahaan. Contoh: Pabrik mobil menghasilkan mobil untuk dijual. Toko roti menghasilkan roti untuk dijual.
*   **D (Menyediakan imbalan upah bagi para pekerja):** Ini adalah konsekuensi dari kegiatan bisnis, bukan tugas pokoknya.
*   **E (Melayani penjualan sesuai keinginan konsumen):** Ini adalah bagian dari pelayanan pelanggan, bukan tugas pokok perusahaan.

Jawaban Akhir: C"
"Sesuatu hal yang harus kita penuhi dan jika tidak terpenuhi aktivitaskita akan terganggu, bahkan mungkin kita tidakhidup. Hal tersebut merupakan pengertian....",B,A,"**Alasan:**

Pertanyaan tersebut mendeskripsikan sesuatu yang esensial bagi kelangsungan hidup dan aktivitas kita. Mari kita analisis pilihan-pilihannya:

*   **A. Keinginan:** Keinginan adalah sesuatu yang kita harapkan atau inginkan, tetapi tidak penting untuk kelangsungan hidup. Contoh: ingin memiliki mobil mewah.
*   **B. Kebutuhan:** Kebutuhan adalah sesuatu yang mutlak diperlukan untuk mempertahankan hidup dan menjalankan aktivitas sehari-hari. Contoh: kebutuhan makan, minum, tempat tinggal, dan udara. Jika tidak terpenuhi, kita tidak bisa hidup.
*   **C. Kemakmuran:** Kemakmuran adalah keadaan memiliki banyak harta benda atau kekayaan.
*   **D. Kesejahteraan:** Kesejahteraan adalah keadaan nyaman, aman, dan tenteram.
*   **E. Kekayaan:** Kekayaan adalah jumlah harta benda yang dimiliki seseorang.

Dari penjelasan di atas, jelas bahwa yang paling sesuai dengan deskripsi dalam pertanyaan adalah kebutuhan.

**Jawaban Akhir: B**"
Tujuan penyusunan APBN adalah …,C,B,"Alasan:

Pilihan B dan C pada dasarnya menyampaikan ide yang sama, yaitu penggunaan uang negara untuk meningkatkan taraf hidup masyarakat. Namun, pilihan B lebih komprehensif karena mencakup seluruh uang yang diterima negara, termasuk dari pajak dan sumber lain. APBN bukan hanya tentang penggunaan tabungan negara (pilihan D), tetapi juga tentang bagaimana negara mengelola seluruh sumber daya keuangannya. Pilihan A terlalu fokus pada memperbesar pendapatan dan pengeluaran tanpa menekankan tujuan akhir, yaitu kesejahteraan masyarakat. Pilihan E terlalu sempit, hanya berfokus pada penggajian dan pembiayaan.

Contoh: APBN dialokasikan untuk berbagai program seperti pendidikan, kesehatan, infrastruktur, dan bantuan sosial. Semua ini bertujuan untuk meningkatkan kualitas hidup masyarakat.

Jawaban Akhir: B"
"Jika suatu lembaga pengendalian sosial tidak berjalan sesuai fungsinya, maka akan mengakibatkan….",C,A,"**Alasan:**

Lembaga pengendalian sosial (seperti hukum, norma, agama, pendidikan) berfungsi untuk menjaga ketertiban dan mencegah perilaku menyimpang dalam masyarakat. Jika lembaga-lembaga ini tidak berfungsi dengan baik, maka akan ada kekosongan dalam regulasi dan pengawasan. Akibatnya, orang akan lebih cenderung melakukan tindakan yang melanggar norma atau hukum.

*   **A. Main hakim sendiri:** Bisa terjadi, tetapi ini adalah *akibat* dari ketidakteraturan, bukan penyebab utamanya.
*   **B. Penyimpangan:** Ini adalah konsekuensi langsung. Ketika tidak ada kontrol yang efektif, penyimpangan akan meningkat.
*   **C. Ketidakteraturan sosial:** Ini adalah istilah yang paling tepat. Ketidakteraturan sosial merujuk pada kondisi di mana norma-norma dan nilai-nilai sosial tidak lagi ditegakkan secara konsisten, menyebabkan disfungsi dalam interaksi sosial.
*   **D. Anarki sosial:** Anarki adalah ketiadaan pemerintahan atau kekuasaan sama sekali, yang lebih ekstrem daripada sekadar lembaga pengendalian sosial yang tidak berfungsi.
*   **E. Kerusuhan massa:** Ini adalah kemungkinan, tetapi bukan konsekuensi langsung dan pasti.

**Contoh:**

Jika sistem hukum korup dan tidak adil, orang mungkin kehilangan kepercayaan pada sistem tersebut dan mulai melakukan tindakan kriminal karena merasa tidak ada konsekuensi yang serius. Ini akan menyebabkan peningkatan penyimpangan dan ketidakteraturan sosial.

**Jawaban Akhir: C**"
"Seorang peneliti harus kompeten dalam bidang yang ditelitinya, maksudnya adalah….
",B,A,"Peneliti yang kompeten dalam bidangnya berarti memiliki pemahaman mendalam dan keahlian yang relevan dengan topik penelitiannya. Ini lebih dari sekadar kemampuan teknis atau sikap terbuka.

Mari kita analisis pilihan-pilihan tersebut:

*   **A. harus dapat memisahkan antara pendapat umum dengan pendapat pribadi:** Ini penting, tetapi bukan inti dari kompetensi bidang. Semua peneliti seharusnya bisa membedakan keduanya.
*   **B. harus mampu mengadakan penelitian yang mendasarkan pada metode dan teknik tertentu:** Ini adalah bagian dari kompetensi, tetapi lebih fokus pada *bagaimana* penelitian dilakukan, bukan *apa* yang diteliti.
*   **C. mampu bekerja dengan fakta:** Ini juga penting, tetapi tidak mencakup keseluruhan kompetensi.
*   **D. harus siap menerima pendapat dari pihak lain yang berbeda dengannya:** Ini menunjukkan sikap ilmiah yang baik, tetapi bukan kompetensi inti.
*   **E. tidak boleh memasukkan keinginan pribadinya yang dapat memengaruhi data lapangan:** Ini adalah bagian dari integritas penelitian, tetapi tidak secara langsung menunjukkan kompetensi dalam bidang tersebut.

Kompetensi bidang berarti peneliti memiliki pengetahuan dasar, teori, konsep, dan perkembangan terkini dalam bidang yang ditelitinya. Pengetahuan ini memungkinkan mereka merumuskan pertanyaan penelitian yang relevan, memilih metode yang tepat, menafsirkan hasil dengan benar, dan menempatkan temuan mereka dalam konteks yang lebih luas.

**Contoh:** Seorang peneliti yang kompeten dalam bidang psikologi perkembangan akan memahami teori-teori perkembangan anak, tahapan-tahapan perkembangan, dan metode penelitian yang umum digunakan dalam bidang tersebut. Hal ini akan memungkinkannya merancang penelitian tentang pengaruh media sosial terhadap perkembangan emosi anak dengan lebih tepat dan bermakna.

Jawaban Akhir: B"
"Menurut Wright Mills, imajinasi sosiologi berguna untuk memahami…",E,A,"Wright Mills memperkenalkan konsep ""imajinasi sosiologis"" sebagai kemampuan untuk menghubungkan pengalaman pribadi (riwayat hidup pribadi) dengan kekuatan sosial yang lebih luas (sejarah masyarakat). Ini berarti melihat bagaimana masalah pribadi seringkali merupakan masalah publik, dan bagaimana tindakan individu dipengaruhi oleh konteks sosial dan sejarah.

Mari kita tinjau pilihan-pilihan tersebut:

*   **A. Perilaku individu dalam masyarakat:** Ini terlalu sempit. Imajinasi sosiologis tidak hanya tentang perilaku individu, tetapi tentang *mengapa* mereka berperilaku seperti itu dalam konteks sosial.
*   **B. Evolusi manusia:** Ini berada di luar cakupan imajinasi sosiologis, yang berfokus pada masyarakat manusia modern.
*   **C. Cara manusia berpikir dan bertindak:** Ini juga terlalu umum. Imajinasi sosiologis lebih spesifik tentang bagaimana konteks sosial membentuk pemikiran dan tindakan.
*   **D. Kenyataan yang tidak terduga dalam masyarakat:** Meskipun imajinasi sosiologis dapat membantu kita memahami hal-hal yang tidak terduga, itu bukan fokus utamanya.
*   **E. Sejarah masyarakat, riwayat hidup pribadi, dan hubungan antar keduanya:** Ini adalah definisi yang paling akurat dari imajinasi sosiologis menurut Mills. Contohnya, seseorang yang kehilangan pekerjaannya (riwayat hidup pribadi) mungkin memahami situasinya lebih baik dengan melihat tren ekonomi yang lebih luas (sejarah masyarakat) dan bagaimana perubahan teknologi memengaruhi industri mereka.

Jawaban Akhir: E"
"Sosiologi sangat berguna bagi pembangunan, karena dapat…",A,A,"Sosiologi sangat berguna bagi pembangunan karena kemampuannya memahami dan menganalisis dinamika masyarakat. Pembangunan tidak hanya soal infrastruktur dan teknologi, tetapi juga menyangkut perubahan sosial, interaksi antar kelompok, nilai-nilai budaya, dan lain-lain.

Mari kita tinjau pilihan-pilihan:

*   **A. Memberikan data sosial yang diperlukan dalam pembangunan:** Sosiologi memang menghasilkan data sosial, tetapi ini hanyalah salah satu aspek. Data saja tidak cukup tanpa analisis yang mendalam.
*   **B. Mengolah data secara terperinci tentang keadaan masyarakat:** Mirip dengan A, ini hanya fokus pada pengolahan data, bukan pada pemanfaatan data untuk pembangunan.
*   **C. Mengembangkan pengetahuan secara objektif dan rasional:** Ini adalah prinsip metodologi sosiologi, tetapi bukan manfaat langsungnya bagi pembangunan.
*   **D. Mencari pemecahan masalah dari kondisi masyarakat:** Ini adalah inti dari kegunaan sosiologi dalam pembangunan. Sosiologi membantu mengidentifikasi akar masalah sosial yang menghambat pembangunan, dan menawarkan solusi yang mempertimbangkan konteks sosial. Contohnya, sosiolog dapat menganalisis mengapa program pemberantasan kemiskinan tertentu gagal, bukan hanya karena kurangnya dana, tetapi juga karena kurangnya partisipasi masyarakat atau karena norma budaya yang tidak mendukung.
*   **E. Menganalisis dampak pembangunan dari sudut iptek:** Sosiologi memang bisa menganalisis dampak pembangunan, tetapi fokusnya lebih luas dari sekadar sudut pandang iptek. Sosiologi mempertimbangkan dampak sosial, budaya, dan politik.

**Jawaban Akhir: D**"
"Hubungan sosial tidak selamanya berdampak positif, tetapi ada juga dampak negatifnya. Berikut ini yang bukan dampak negatif hubungan sosial adalah….",D,A,"**Alasan:**

Pertanyaan ini menanyakan tentang dampak *negatif* dari hubungan sosial. Mari kita analisis setiap pilihan:

*   **A. Munculnya persaingan tidak sehat:** Ini adalah dampak negatif. Hubungan sosial yang terlalu kompetitif dapat memicu persaingan yang merugikan dan merusak hubungan. Contoh: Persaingan antar kelompok dalam organisasi yang berujung pada sabotase.
*   **B. Dapat memunculkan sikap otoriter:** Ini juga dampak negatif. Dalam hubungan sosial, terutama dalam struktur kekuasaan, dapat muncul sikap otoriter yang menindas. Contoh: Seorang pemimpin yang menyalahgunakan kekuasaannya untuk mengendalikan anggota kelompok.
*   **C. Hilangnya kebudayaan asli:** Ini adalah dampak negatif. Interaksi antar budaya dapat menyebabkan asimilasi dan hilangnya identitas budaya asli. Contoh: Penggunaan bahasa asing yang semakin dominan hingga bahasa daerah mulai ditinggalkan.
*   **D. Berkembangnya kebudayaan daerah:** Ini adalah dampak *positif*, bukan negatif. Hubungan sosial, termasuk interaksi antar daerah, justru dapat memperkaya dan mengembangkan kebudayaan daerah. Contoh: Pertukaran seni dan kuliner antar daerah yang meningkatkan apresiasi terhadap kebudayaan lokal.
*   **E. Timbulnya pertengkaran sosial:** Ini adalah dampak negatif. Perbedaan pendapat atau kepentingan dalam hubungan sosial dapat memicu konflik dan pertengkaran. Contoh: Kerusuhan akibat perbedaan suku atau agama.

**Jawaban Akhir: D**"
Pak Abid merasa kehidupan ekonominya kurang beruntung. Ia ingin anaknya kelak hidup seperti dirinya. Pak Abid bekerja keras untuk mendaftarkan anaknya di lembaga bimbingan belajar ternama supaya anaknya bisa mendapat nilai baik. Meskipun anaknya menolak ia tetap memaksa anaknya karena untuk mendapat kesuksesan harus mendapat nilai baik. Pola sosialisasi yang terdapat dalam ilustrasi tersebut adalah …..,C,C,"Pola sosialisasi yang paling tepat dalam ilustrasi ini adalah **C. Represif**.

**Alasan:**

*   **Sosialisasi Represif** terjadi ketika individu disosialisasikan melalui paksaan, tekanan, atau hukuman. Dalam cerita, Pak Abid memaksa anaknya untuk mengikuti bimbingan belajar meskipun anaknya menolak. Ini menunjukkan adanya kontrol dan paksaan dari figur otoritas (orang tua) untuk membentuk perilaku anak sesuai dengan harapan orang tua, bukan keinginan anak.
*   **Contoh lain sosialisasi represif:** Anak yang dihukum karena tidak mengerjakan PR, atau anak yang dipaksa mengikuti kegiatan ekstrakurikuler tertentu tanpa mempertimbangkan minatnya.

**Mengapa pilihan lain kurang tepat:**

*   **A. Sekunder:** Sosialisasi sekunder terjadi di luar lingkungan keluarga, seperti di sekolah atau lingkungan kerja.
*   **B. Primer:** Sosialisasi primer terjadi di lingkungan keluarga dan memperkenalkan nilai-nilai dasar. Meskipun ini terjadi di keluarga, paksaannya menunjukkan pola represif.
*   **D. Normative:** Sosialisasi normative terjadi melalui internalisasi norma dan nilai sosial. Meskipun nilai kesuksesan ada, cara penyampaiannya melalui paksaan.
*   **E. Partisipatif:** Sosialisasi partisipatif melibatkan pembelajaran melalui interaksi dan partisipasi aktif. Tidak ada indikasi partisipasi aktif anak dalam ilustrasi ini.

**Jawaban Akhir: C**"
"Perhatikan beberapa contoh perilaku menyimpang berikut!

(1) Beberapa siswa terlambat masuk sekolah karena jalan menuju sekolah terkena bencana tanah longsor.
(2) Seorang pekerja menunda pembayaran pajak karena keuangan tidak mencukupi.
(3) Seorang pengendara bermotor berani melanggar rambu-rambu lalu lintas karena tidak ada polisi.

Berdasarkan penerimaan masyarakat, contoh-contoh perilaku menyimpang tersebut termasuk ke dalam jenis penyimpangan ....",D,D,"Berikut adalah analisis dan alasannya:

*   **Penyimpangan Primer:** Penyimpangan primer adalah tindakan yang menyimpang dari norma sosial, tetapi tidak menyebabkan individu tersebut terisolasi dari masyarakat. Seringkali, penyimpangan ini bersifat situasional dan tidak berulang.
*   **Penyimpangan Sekunder:** Penyimpangan sekunder adalah tindakan yang menyimpang yang terjadi setelah seseorang telah diberi label sebagai penyimpang oleh masyarakat. Penyimpangan ini seringkali merupakan respons terhadap stigma dan diskriminasi yang diterima.

Mari kita analisis contoh-contoh yang diberikan:

*   **(1) Siswa terlambat karena longsor:** Ini adalah situasi yang tidak terkendali dan di luar kendali siswa. Masyarakat cenderung memahami dan tidak menghakimi.
*   **(2) Pekerja menunda pajak karena keuangan:** Ini adalah tindakan yang mungkin tidak ideal, tetapi bisa dimengerti karena alasan ekonomi. Masyarakat mungkin bersimpati atau setidaknya tidak langsung menghakimi.
*   **(3) Pengendara melanggar lalu lintas karena tidak ada polisi:** Ini adalah tindakan yang melanggar norma, tetapi dilakukan karena kesempatan.

Ketiga contoh tersebut menunjukkan perilaku yang menyimpang karena keadaan atau kesempatan, bukan karena seseorang telah diberi label sebagai penyimpang dan meresponsnya. Mereka adalah penyimpangan yang bersifat situasional dan tidak menyebabkan isolasi sosial yang signifikan. Ini sesuai dengan definisi penyimpangan primer.

Jawaban Akhir: D"
"Walikota ingin melakukan perbaikan sistem tata kota di wilayahnya. Hal tersebut dilakukan agar penataan kota terlihat lebih indah dan nyaman. Untuk itulah, sosiolog membantunya memberikan data akurat tentang kebutuhan masyarakat akan keindahan kota. Manfaat sosiologi dalam hal ini adalah untuk….",A,E,"Alasan:

Dalam skenario ini, sosiolog membantu walikota dengan memberikan data akurat tentang kebutuhan masyarakat akan keindahan kota. Ini menunjukkan bahwa sosiologi digunakan untuk memahami dan mengembangkan solusi yang sesuai dengan kebutuhan masyarakat. Proses ini melibatkan analisis data, identifikasi tren, dan memberikan rekomendasi yang berdasar pada fakta sosial. Ini adalah bagian dari proses **pengembangan** suatu sistem atau kebijakan.

Contoh: Sosiolog mungkin melakukan survei untuk mengetahui preferensi masyarakat terhadap jenis taman, fasilitas publik, atau desain perkotaan. Data ini kemudian digunakan walikota untuk merencanakan perbaikan tata kota yang sesuai dengan keinginan masyarakat.

Jawaban Akhir: E"
"Sandra telah berada di Amerika selama setahun, tapi dia tetap berhubungan dengan sahabatnya melalui e-mail. Setiap kali sahabatnya mengirim e-mail kepada Sandra, dia selalu membalas. Ciri-ciri interaksi dalam pernyataan tersebut adalah….",E,A,"Alasan:

Pernyataan tersebut menekankan pada *interaksi* antara Sandra dan sahabatnya. Interaksi ini ditunjukkan oleh fakta bahwa Sandra selalu membalas email yang dikirim oleh sahabatnya. Pilihan lain kurang tepat:

*   **A:** Pernyataan fokus pada balasan Sandra, bukan pengiriman email oleh Sandra.
*   **B & C:** Meskipun persahabatan adalah konteksnya, pertanyaan menanyakan tentang *ciri-ciri interaksi*, bukan tentang hubungan mereka.
*   **D:** Pernyataan secara eksplisit mengatakan email Sandra *selalu* dibalas.
*   **E:** Ini adalah deskripsi paling akurat dari apa yang terjadi. Ada pertukaran pesan (komunikasi) antara Sandra dan sahabatnya.

Jawaban Akhir: E"
Ilmu yang menaruh perhatian khusus pada peristiwaperistiwa masa silam adalah...,B,B,"Alasan:

*   **Sejarah** secara definisi adalah ilmu yang mempelajari peristiwa-peristiwa masa lalu, baik itu peristiwa politik, sosial, ekonomi, budaya, dan lain-lain. Contohnya, mempelajari tentang Perang Dunia II, Revolusi Prancis, atau perkembangan peradaban Mesir Kuno adalah bagian dari sejarah.
*   Pilihan lain tidak fokus pada masa lalu:
    *   Sosiologi: Mempelajari masyarakat dan interaksi sosial saat ini.
    *   Ilmu politik: Mempelajari sistem pemerintahan dan politik saat ini.
    *   Antropologi: Mempelajari manusia, terutama budaya dan perkembangan manusia purba.
    *   Ekonomi: Mempelajari produksi, distribusi, dan konsumsi barang dan jasa.

Jawaban Akhir: B"
"Sejak dekade 1990-an, pertumbuhan penduduk perkotaan di daerah pusat kota cenderung lebih rendah daripada daerah pinggiran kota karena ….
1. pertumbuhan penduduk alami yang tinggi di pinggiran kota,
2. pembangunan kawasan industri diarahkan ke pinggiran kota,
3. pembangunan infrastruktur yang sangat pesat di pinggiran kota,
4. kompleks perumahan berkembang pesat di pinggiran kota.",C,E,"Mari kita analisis setiap pilihan:

*   **1. Pertumbuhan penduduk alami yang tinggi di pinggiran kota:** Ini bisa menjadi faktor, karena keluarga cenderung lebih memilih pinggiran kota untuk membesarkan anak karena lingkungan yang lebih tenang dan ruang yang lebih luas. Namun, ini bukan satu-satunya atau faktor utama.
*   **2. Pembangunan kawasan industri diarahkan ke pinggiran kota:** Ini benar. Seiring waktu, lahan di pusat kota menjadi mahal dan terbatas. Industri seringkali membutuhkan lahan yang lebih luas, sehingga mereka pindah ke pinggiran kota. Ini menciptakan lapangan kerja di pinggiran kota, menarik penduduk.
*   **3. Pembangunan infrastruktur yang sangat pesat di pinggiran kota:** Ini juga benar. Pemerintah dan pengembang seringkali berinvestasi dalam infrastruktur baru (jalan, transportasi umum, utilitas) di pinggiran kota untuk mendukung pertumbuhan penduduk.
*   **4. Kompleks perumahan berkembang pesat di pinggiran kota:** Ini adalah faktor kunci. Pinggiran kota menawarkan lahan yang lebih murah untuk pembangunan perumahan, sehingga kompleks perumahan baru (rumah tapak, apartemen, dll.) berkembang pesat, menarik penduduk dari pusat kota.

Semua faktor ini berkontribusi pada pertumbuhan penduduk yang lebih tinggi di pinggiran kota dibandingkan pusat kota.

Jawaban Akhir: E"
Gempa bumi tektonik di Lombok pada tahun 2018 terjadi akibat aktivitas sesar naik Flores. Mekanisme ini adalah bagian dari pergerakan bumi secara ….,E,A,"Gempa bumi tektonik seperti yang terjadi di Lombok akibat sesar naik Flores adalah contoh dari pergerakan bumi yang melibatkan deformasi batuan akibat tekanan dan gaya tektonik. Sesar naik menunjukkan adanya pergerakan vertikal lempeng bumi.

Mari kita tinjau pilihan-pilihannya:

*   **A. Epirogenetik:** Pergerakan vertikal benua dalam skala besar dan lambat, bukan gempa bumi mendadak.
*   **B. Deformatif:** Ini adalah istilah umum yang merujuk pada perubahan bentuk batuan akibat tekanan. Gempa bumi tektonik adalah manifestasi dari deformasi yang sangat cepat.
*   **C. Agradatif:** Proses penambahan sedimen, tidak terkait dengan gempa bumi tektonik.
*   **D. Dislokasi:** Istilah yang lebih spesifik untuk pergeseran batuan di sepanjang sesar, tetapi tidak menjelaskan keseluruhan mekanisme pergerakan bumi yang lebih luas.
*   **E. Orogenetik:** Berkaitan dengan pembentukan pegunungan akibat tektonik lempeng, yang melibatkan deformasi dan pergerakan batuan dalam skala besar. Gempa bumi tektonik adalah bagian dari proses orogenetik.

Meskipun dislokasi dan deformasi adalah bagian dari prosesnya, **orogenetik** adalah istilah yang paling tepat untuk menggambarkan pergerakan bumi secara keseluruhan yang menyebabkan gempa bumi tektonik seperti di Lombok. Gempa bumi tektonik adalah hasil dari proses orogenetik yang lebih besar, yaitu pergerakan lempeng yang menyebabkan deformasi dan pelepasan energi.

Jawaban Akhir: E"
Pada umumnya pengolahan tanah di daerah tegalan dengan crop rotation tujuannya ....,A,D,"Crop rotation (rotasi tanaman) di lahan tegalan bertujuan utama untuk **mempertahankan kesuburan tanah**.

**Alasan:**

*   **Siklus Nutrisi:** Tanaman yang berbeda memiliki kebutuhan nutrisi yang berbeda pula. Dengan rotasi tanaman, kita bisa mencegah penyerapan satu jenis nutrisi secara berlebihan, sehingga nutrisi lain tetap tersedia untuk tanaman berikutnya. Contohnya, setelah menanam tanaman kacang-kacangan (yang mengikat nitrogen), kita bisa menanam tanaman serealia (yang membutuhkan nitrogen).
*   **Struktur Tanah:** Rotasi tanaman juga dapat membantu menjaga struktur tanah. Tanaman dengan sistem akar yang berbeda (misalnya, akar dalam dan akar dangkal) dapat memperbaiki struktur tanah secara berbeda.
*   **Pencegahan Penyakit dan Hama:** Rotasi tanaman dapat memutus siklus hidup hama dan penyakit tertentu yang menyerang tanaman.

Meskipun rotasi tanaman *bisa* meningkatkan kesuburan tanah (D), tujuan utamanya adalah *mempertahankan* kesuburan yang sudah ada, terutama di lahan tegalan yang seringkali memiliki kesuburan terbatas. Pilihan lain (menghambat gulma, menggemburkan tanah) adalah efek samping, bukan tujuan utama.

Jawaban Akhir: A"
"Dalam kurun waktu lima tahun terakhir, wilayah pantai barat Sumatra sudah beberapa kali diguncang gempa tektonik dan dilihat dari struktur geologinya wilayah tersebut berada di zona tumbukan lempeng. Prinsip geografi yang digunakan untuk mengkaji fenomena tersebut adalah ....
",D,A,"**Alasan:**

Pertanyaan ini membahas tentang hubungan antara struktur geologi (zona tumbukan lempeng) dan fenomena alam (gempa tektonik). Prinsip geografi yang paling relevan untuk memahami hubungan sebab-akibat ini adalah **prinsip interelasi**.

*   **Prinsip Interelasi** menekankan bahwa setiap elemen geografis saling berinteraksi dan saling mempengaruhi. Dalam kasus ini, struktur geologi (zona tumbukan lempeng) *berinteraksi* dengan proses tektonik, yang *menyebabkan* terjadinya gempa. Gempa juga *mempengaruhi* lanskap dan kehidupan masyarakat di wilayah pantai barat Sumatra.

**Mengapa pilihan lain kurang tepat:**

*   **A. Prinsip Persebaran:** Berfokus pada pola penyebaran suatu fenomena, bukan hubungan sebab-akibat.
*   **B. Prinsip Distribusi:** Mirip dengan persebaran, lebih menekankan pada lokasi suatu fenomena.
*   **C. Prinsip Deskripsi:** Hanya menjelaskan karakteristik suatu fenomena, tanpa membahas interaksinya.
*   **E. Prinsip Korologi:** Berfokus pada hubungan spasial antara bentang alam dan bentang budaya, kurang relevan dengan fenomena tektonik.

**Contoh:**

Contoh interelasi dalam kasus ini: Zona tumbukan lempeng (struktur geologi) menyebabkan tekanan yang terakumulasi. Ketika tekanan ini melebihi kekuatan batuan, terjadi pelepasan energi berupa gempa tektonik. Gempa ini kemudian mengubah bentang alam (misalnya, membentuk tanah longsor) dan berdampak pada aktivitas ekonomi dan sosial masyarakat.

**Jawaban Akhir: C**"
"Kejadian banjir dan longsor yang terjadi di Manado, berkaitan dengan daerah hutan di wilayah hulu yang sudah gundul. Prinsip geografi yang diterapkan untuk menjelaskan fenomena tersebut adalah ....
",C,A,"**Alasan:**

Kejadian banjir dan longsor akibat penggundulan hutan di hulu adalah contoh jelas dari **interelasi** atau hubungan timbal balik antara komponen alam dan manusia. Berikut penjelasannya:

*   **Penggundulan hutan (aktivitas manusia)** mengubah tutupan lahan di wilayah hulu.
*   Perubahan tutupan lahan ini **mempengaruhi siklus hidrologi** (aliran air). Hutan berfungsi menyerap air hujan dan memperlambat aliran air. Ketika hutan gundul, air hujan langsung mengalir deras ke hilir, menyebabkan banjir.
*   Selain itu, akar pohon menahan tanah. Tanpa akar, tanah menjadi mudah longsor, terutama saat hujan deras.
*   **Dampak** dari penggundulan hutan (banjir dan longsor) dirasakan di wilayah hilir (Manado).

Jadi, fenomena ini menunjukkan bagaimana satu perubahan (gundulnya hutan) memengaruhi komponen lain (siklus hidrologi, stabilitas tanah, dan risiko banjir/longsor) dan menghasilkan dampak yang signifikan.

**Mengapa pilihan lain salah:**

*   **A. Distribusi:** Berkaitan dengan penyebaran suatu fenomena, bukan hubungan sebab-akibat.
*   **B. Korologi:** Mempelajari batas-batas wilayah, tidak menjelaskan hubungan antara hutan dan bencana.
*   **C. Korelasi:** Menunjukkan hubungan statistik, tetapi tidak menjelaskan mekanisme penyebabnya.
*   **E. Deskripsi:** Hanya memberikan gambaran, tidak menjelaskan mengapa banjir dan longsor terjadi.

**Jawaban Akhir: C**"
